
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   Hey
[00:04:07.600 --> 00:04:08.070]   some
[00:04:08.070 --> 00:04:08.630]   vowel
[00:04:08.630 --> 00:04:09.320]   sounds
[00:04:09.320 --> 00:04:09.780]   that
[00:04:09.780 --> 00:04:10.120]   are
[00:04:10.120 --> 00:04:10.570]   just
[00:04:10.570 --> 00:04:11.150]   not
[00:04:11.150 --> 00:04:11.170]   in
[00:04:11.170 --> 00:04:11.950]   English
[00:04:11.950 --> 00:04:12.400]  .
[00:04:12.400 --> 00:04:12.700]   For
[00:04:12.700 --> 00:04:13.440]   example
[00:04:13.440 --> 00:04:13.640]  ,
[00:04:13.640 --> 00:04:14.160]   there
[00:04:14.160 --> 00:04:14.360]  's
[00:04:14.360 --> 00:04:14.990]   this
[00:04:14.990 --> 00:04:15.180]   kind
[00:04:15.180 --> 00:04:15.370]   of
[00:04:15.370 --> 00:04:15.900]   weird
[00:04:15.900 --> 00:04:16.000]   d
[00:04:16.000 --> 00:04:16.310]  iph
[00:04:16.310 --> 00:04:16.510]  th
[00:04:16.510 --> 00:04:16.820]  ong
[00:04:16.820 --> 00:04:17.340]   vowel
[00:04:17.340 --> 00:04:17.340]   
[00:04:17.340 --> 00:04:17.720]  ich
[00:04:17.720 --> 00:04:17.860]   in
[00:04:17.860 --> 00:04:18.470]   Korean
[00:04:18.470 --> 00:04:18.770]   and
[00:04:18.770 --> 00:04:19.190]   that
[00:04:19.190 --> 00:04:19.380]  's
[00:04:19.380 --> 00:04:19.800]   just
[00:04:19.800 --> 00:04:20.330]   not
[00:04:20.330 --> 00:04:20.400]   in
[00:04:20.400 --> 00:04:21.120]   English
[00:04:21.120 --> 00:04:21.320]   at
[00:04:21.320 --> 00:04:21.630]   all
[00:04:21.630 --> 00:04:21.960]  .
[00:04:21.960 --> 00:04:22.130]   So
[00:04:22.130 --> 00:04:22.650]   trying
[00:04:22.650 --> 00:04:22.820]   to
[00:04:22.820 --> 00:04:23.170]   hear
[00:04:23.170 --> 00:04:23.530]   that
[00:04:23.530 --> 00:04:23.690]   at
[00:04:23.690 --> 00:04:24.130]   first
[00:04:24.130 --> 00:04:24.580]   was
[00:04:24.580 --> 00:04:24.910]   really
[00:04:24.910 --> 00:04:25.520]   strange
[00:04:25.520 --> 00:04:25.820]   for
[00:04:25.820 --> 00:04:25.950]   me
[00:04:25.950 --> 00:04:26.210]   and
[00:04:26.210 --> 00:04:26.470]   the
[00:04:26.470 --> 00:04:27.610]   pronunciation
[00:04:27.610 --> 00:04:27.960]   for
[00:04:27.960 --> 00:04:28.040]   it
[00:04:28.040 --> 00:04:28.540]   too
[00:04:28.540 --> 00:04:29.040]  .
[00:04:29.040 --> 00:04:29.560]   Very
[00:04:29.560 --> 00:04:30.420]   strange
[00:04:30.420 --> 00:04:30.800]  .
[00:04:30.800 --> 00:04:30.810]  
[00:04:30.810 --> 00:04:30.970]   So
[00:04:30.970 --> 00:04:31.340]   yeah
[00:04:31.340 --> 00:04:31.520]  ,
[00:04:31.520 --> 00:04:31.660]   I
[00:04:31.660 --> 00:04:31.880]  've
[00:04:31.880 --> 00:04:32.180]   run
[00:04:32.180 --> 00:04:32.510]   into
[00:04:32.510 --> 00:04:32.870]   this
[00:04:32.870 --> 00:04:33.050]   as
[00:04:33.050 --> 00:04:33.430]   well
[00:04:33.430 --> 00:04:33.720]  .
[00:04:33.720 --> 00:04:34.050]   Yeah
[00:04:34.050 --> 00:04:34.240]  ,
[00:04:34.240 --> 00:04:34.820]   because
[00:04:34.820 --> 00:04:35.100]   you
[00:04:35.100 --> 00:04:35.320]  're
[00:04:35.320 --> 00:04:35.830]   trying
[00:04:35.830 --> 00:04:35.990]   to
[00:04:35.990 --> 00:04:36.350]   make
[00:04:36.350 --> 00:04:36.510]   it
[00:04:36.510 --> 00:04:36.850]   work
[00:04:36.850 --> 00:04:37.110]   in
[00:04:37.110 --> 00:04:37.360]   your
[00:04:37.360 --> 00:04:37.610]   and
[00:04:37.610 --> 00:04:37.950]   what
[00:04:37.950 --> 00:04:38.200]   you
[00:04:38.200 --> 00:04:38.540]   know
[00:04:38.540 --> 00:04:38.710]   in
[00:04:38.710 --> 00:04:39.180]   your
[00:04:39.180 --> 00:04:39.470]   first
[00:04:39.470 --> 00:04:40.200]   language
[00:04:40.200 --> 00:04:40.320]  .
[00:04:40.320 --> 00:04:40.470]   So
[00:04:40.470 --> 00:04:40.610]   it
[00:04:40.610 --> 00:04:40.770]  's
[00:04:40.770 --> 00:04:41.070]   hard
[00:04:41.070 --> 00:04:41.320]  .
[00:04:41.320 --> 00:04:41.710]   Yeah
[00:04:41.710 --> 00:04:41.900]  ,
[00:04:41.900 --> 00:04:42.190]   you
[00:04:42.190 --> 00:04:42.520]  're
[00:04:42.520 --> 00:04:42.890]   just
[00:04:42.890 --> 00:04:43.460]   trying
[00:04:43.460 --> 00:04:43.850]   to
[00:04:43.850 --> 00:04:43.950]   map
[00:04:43.950 --> 00:04:44.430]   these
[00:04:44.430 --> 00:04:44.710]   on
[00:04:44.710 --> 00:04:44.810]   to
[00:04:44.810 --> 00:04:45.200]   like
[00:04:45.200 --> 00:04:45.590]   what
[00:04:45.590 --> 00:04:45.880]   you
[00:04:45.880 --> 00:04:46.780]   already
[00:04:46.780 --> 00:04:46.960]   know
[00:04:46.960 --> 00:04:47.200]   in
[00:04:47.200 --> 00:04:47.840]   English
[00:04:47.840 --> 00:04:48.200]  ,
[00:04:48.200 --> 00:04:48.520]   right
[00:04:48.520 --> 00:04:48.560]  ?
[00:04:48.560 --> 00:04:48.750]   And
[00:04:48.750 --> 00:04:48.800]   I
[00:04:48.800 --> 00:04:48.930]  'm
[00:04:48.930 --> 00:04:49.250]   sure
[00:04:49.250 --> 00:04:49.430]   that
[00:04:49.430 --> 00:04:49.590]  ,
[00:04:49.590 --> 00:04:49.740]   you
[00:04:49.740 --> 00:04:49.990]   know
[00:04:49.990 --> 00:04:50.130]  ,
[00:04:50.130 --> 00:04:50.230]   if
[00:04:50.230 --> 00:04:50.420]   you
[00:04:50.420 --> 00:04:50.600]  're
[00:04:50.600 --> 00:04:50.660]   a
[00:04:50.660 --> 00:04:51.190]   Japanese
[00:04:51.190 --> 00:04:51.410]   lear
[00:04:51.410 --> 00:04:51.590]  ner
[00:04:51.590 --> 00:04:51.710]   of
[00:04:51.710 --> 00:04:52.150]   English
[00:04:52.150 --> 00:04:52.420]   and
[00:04:52.420 --> 00:04:52.530]   you
[00:04:52.530 --> 00:04:52.800]  're
[00:04:52.800 --> 00:04:53.120]   trying
[00:04:53.120 --> 00:04:53.340]   to
[00:04:53.340 --> 00:04:54.360]   differentiate
[00:04:54.360 --> 00:04:54.370]  
[00:04:54.370 --> 00:04:55.050]   between
[00:04:55.050 --> 00:04:55.120]   R
[00:04:55.120 --> 00:04:55.410]   and
[00:04:55.410 --> 00:04:55.500]   L
[00:04:55.500 --> 00:04:55.690]  ,
[00:04:55.690 --> 00:04:55.980]   you
[00:04:55.980 --> 00:04:56.260]  're
[00:04:56.260 --> 00:04:56.630]   just
[00:04:56.630 --> 00:04:57.120]   going
[00:04:57.120 --> 00:04:57.310]   to
[00:04:57.310 --> 00:04:57.600]   put
[00:04:57.600 --> 00:04:57.750]   R
[00:04:57.750 --> 00:04:57.980]   and
[00:04:57.980 --> 00:04:58.070]   L
[00:04:58.070 --> 00:04:58.260]   on
[00:04:58.260 --> 00:04:58.450]   to
[00:04:58.450 --> 00:04:58.830]   what
[00:04:58.830 --> 00:04:59.140]   you
[00:04:59.140 --> 00:04:59.820]   already
[00:04:59.820 --> 00:05:00.170]   know
[00:05:00.170 --> 00:05:00.360]   in
[00:05:00.360 --> 00:05:01.240]   Japanese
[00:05:01.240 --> 00:05:01.480]  .
[00:05:01.480 --> 00:05:01.840]   That
[00:05:01.840 --> 00:05:02.020]  's
[00:05:02.020 --> 00:05:02.510]   close
[00:05:02.510 --> 00:05:02.680]   to
[00:05:02.680 --> 00:05:03.100]   these
[00:05:03.100 --> 00:05:03.650]   sounds
[00:05:03.650 --> 00:05:03.960]  .
[00:05:03.960 --> 00:05:04.660]   Exactly
[00:05:04.660 --> 00:05:04.960]  .
[00:05:04.960 --> 00:05:05.330]   And
[00:05:05.330 --> 00:05:05.720]   the
[00:05:05.720 --> 00:05:06.360]   thing
[00:05:06.360 --> 00:05:07.000]   about
[00:05:07.000 --> 00:05:07.130]   R
[00:05:07.130 --> 00:05:07.550]   and
[00:05:07.550 --> 00:05:07.640]   L
[00:05:07.640 --> 00:05:08.150]   that
[00:05:08.150 --> 00:05:08.410]   we
[00:05:08.410 --> 00:05:08.920]   need
[00:05:08.920 --> 00:05:09.170]   to
[00:05:09.170 --> 00:05:10.420]   remember
[00:05:10.420 --> 00:05:10.470]   is
[00:05:10.470 --> 00:05:10.980]   that
[00:05:10.980 --> 00:05:11.750]   unlike
[00:05:11.750 --> 00:05:12.010]   TH
[00:05:12.010 --> 00:05:12.260]  ,
[00:05:12.260 --> 00:05:13.000]   where
[00:05:13.000 --> 00:05:13.160]   TH
[00:05:13.160 --> 00:05:13.920]   sound
[00:05:13.920 --> 00:05:13.930]  
[00:05:13.930 --> 00:05:14.160]   or
[00:05:14.160 --> 00:05:14.650]   like
[00:05:14.650 --> 00:05:15.020]   the
[00:05:15.020 --> 00:05:15.300]  ,
[00:05:15.300 --> 00:05:15.500]   or
[00:05:15.500 --> 00:05:15.870]   the
[00:05:15.870 --> 00:05:16.110]  ,
[00:05:16.110 --> 00:05:16.550]   you
[00:05:16.550 --> 00:05:16.970]   know
[00:05:16.970 --> 00:05:17.310]  ,
[00:05:17.310 --> 00:05:17.780]   like
[00:05:17.780 --> 00:05:18.070]   the
[00:05:18.070 --> 00:05:18.310]  ,
[00:05:18.310 --> 00:05:18.550]   it
[00:05:18.550 --> 00:05:18.790]  's
[00:05:18.790 --> 00:05:19.380]   the
[00:05:19.380 --> 00:05:19.400]  ,
[00:05:19.400 --> 00:05:19.800]   the
[00:05:19.800 --> 00:05:20.010]   TH
[00:05:20.010 --> 00:05:20.630]   sound
[00:05:20.630 --> 00:05:21.250]   doesn
[00:05:21.250 --> 00:05:21.490]  't
[00:05:21.490 --> 00:05:22.230]   really
[00:05:22.230 --> 00:05:22.850]   carry
[00:05:22.850 --> 00:05:22.970]   a
[00:05:22.970 --> 00:05:23.520]   big
[00:05:23.520 --> 00:05:24.720]   functional
[00:05:24.720 --> 00:05:25.090]   load
[00:05:25.090 --> 00:05:25.290]  ,
[00:05:25.290 --> 00:05:26.140]   meaning
[00:05:26.140 --> 00:05:26.280]   if
[00:05:26.280 --> 00:05:26.610]   you
[00:05:26.610 --> 00:05:26.940]   say
[00:05:26.940 --> 00:05:27.050]   a
[00:05:27.050 --> 00:05:28.040]   different
[00:05:28.040 --> 00:05:28.480]   sound
[00:05:28.480 --> 00:05:28.980]  ,
[00:05:28.980 --> 00:05:29.250]   like
[00:05:29.250 --> 00:05:29.580]   the
[00:05:29.580 --> 00:05:30.340]   instead
[00:05:30.340 --> 00:05:30.570]   of
[00:05:30.570 --> 00:05:30.900]   the
[00:05:30.900 --> 00:05:31.120]  ,
[00:05:31.120 --> 00:05:31.550]   it
[00:05:31.550 --> 00:05:31.570]  's
[00:05:31.570 --> 00:05:32.080]   okay
[00:05:32.080 --> 00:05:32.240]  .
[00:05:32.240 --> 00:05:32.350]   We
[00:05:32.350 --> 00:05:32.930]   understand
[00:05:32.930 --> 00:05:33.120]   what
[00:05:33.120 --> 00:05:33.280]   you
[00:05:33.280 --> 00:05:33.440]  're
[00:05:33.440 --> 00:05:33.810]   saying
[00:05:33.810 --> 00:05:33.960]  .
[00:05:33.960 --> 00:05:33.970]  
[00:05:33.970 --> 00:05:34.480]   So
[00:05:34.480 --> 00:05:37.820]   comprehension
[00:05:37.820 --> 00:05:38.530]   and
[00:05:38.530 --> 00:05:42.010]   communication
[00:05:42.010 --> 00:05:42.870]   does
[00:05:42.870 --> 00:05:43.630]   not
[00:05:43.630 --> 00:05:44.900]   break
[00:05:44.900 --> 00:05:45.920]   down
[00:05:45.920 --> 00:05:46.720]  .
[00:05:46.720 --> 00:05:46.770]   However
[00:05:46.770 --> 00:05:46.780]  ,
[00:05:46.780 --> 00:05:46.780]   R
[00:05:46.780 --> 00:05:46.800]   and
[00:05:46.800 --> 00:05:46.800]   L
[00:05:46.800 --> 00:05:46.810]   do
[00:05:46.810 --> 00:05:46.850]   carry
[00:05:46.850 --> 00:05:46.850]   a
[00:05:46.850 --> 00:05:46.890]   high
[00:05:46.890 --> 00:05:46.890]  ,
[00:05:46.890 --> 00:05:46.910]   they
[00:05:46.910 --> 00:05:46.950]   have
[00:05:46.950 --> 00:05:46.950]   a
[00:05:46.950 --> 00:05:46.980]   high
[00:05:46.980 --> 00:05:47.060]   functional
[00:05:47.060 --> 00:05:47.090]   load
[00:05:47.090 --> 00:05:47.200]  .
[00:05:47.200 --> 00:05:47.540]   And
[00:05:47.540 --> 00:05:48.060]   they
[00:05:48.060 --> 00:05:48.400]   can
[00:05:48.400 --> 00:05:49.060]   really
[00:05:49.060 --> 00:05:49.830]   change
[00:05:49.830 --> 00:05:50.340]   words
[00:05:50.340 --> 00:05:50.800]   into
[00:05:50.800 --> 00:05:51.380]   other
[00:05:51.380 --> 00:05:51.980]   words
[00:05:51.980 --> 00:05:52.190]   if
[00:05:52.190 --> 00:05:52.660]   they
[00:05:52.660 --> 00:05:53.000]  're
[00:05:53.000 --> 00:05:53.500]   mism
[00:05:53.500 --> 00:05:54.200]  atched
[00:05:54.200 --> 00:05:54.390]   or
[00:05:54.390 --> 00:05:54.630]   if
[00:05:54.630 --> 00:05:54.840]   it
[00:05:54.840 --> 00:05:55.250]  's
[00:05:55.250 --> 00:05:56.120]   confused
[00:05:56.120 --> 00:05:56.320]  .
[00:05:56.320 --> 00:05:56.570]   And
[00:05:56.570 --> 00:05:56.740]   so
[00:05:56.740 --> 00:05:57.010]   you
[00:05:57.010 --> 00:05:57.520]   can
[00:05:57.520 --> 00:05:57.920]   actually
[00:05:57.920 --> 00:05:58.260]   have
[00:05:58.260 --> 00:05:58.590]   some
[00:05:58.590 --> 00:05:59.710]   communication
[00:05:59.710 --> 00:06:00.520]   breakdown
[00:06:00.520 --> 00:06:01.780]   totally
[00:06:01.780 --> 00:06:02.280]  .
[00:06:02.280 --> 00:06:02.290]  
[00:06:02.290 --> 00:06:02.530]   And
[00:06:02.530 --> 00:06:02.970]   what
[00:06:02.970 --> 00:06:03.150]   you
[00:06:03.150 --> 00:06:03.500]   mean
[00:06:03.500 --> 00:06:03.850]   here
[00:06:03.850 --> 00:06:04.020]  ,
[00:06:04.020 --> 00:06:04.280]   Sue
[00:06:04.280 --> 00:06:04.450]  ,
[00:06:04.450 --> 00:06:04.900]   by
[00:06:04.900 --> 00:06:05.510]   functional
[00:06:05.510 --> 00:06:05.860]   load
[00:06:05.860 --> 00:06:06.140]   is
[00:06:06.140 --> 00:06:06.380]   that
[00:06:06.380 --> 00:06:06.820]   these
[00:06:06.820 --> 00:06:07.340]   sounds
[00:06:07.340 --> 00:06:07.740]   just
[00:06:07.740 --> 00:06:08.050]   have
[00:06:08.050 --> 00:06:08.160]   a
[00:06:08.160 --> 00:06:08.520]   lot
[00:06:08.520 --> 00:06:08.650]   of
[00:06:08.650 --> 00:06:09.210]   meaning
[00:06:09.210 --> 00:06:09.250]  ,
[00:06:09.250 --> 00:06:09.580]   right
[00:06:09.580 --> 00:06:09.800]  ?
[00:06:09.800 --> 00:06:10.360]   Yeah
[00:06:10.360 --> 00:06:10.800]  .
[00:06:10.800 --> 00:06:11.210]   Meaning
[00:06:11.210 --> 00:06:11.490]   can
[00:06:11.490 --> 00:06:11.750]   change
[00:06:11.750 --> 00:06:12.180]   greatly
[00:06:12.180 --> 00:06:12.360]  .
[00:06:12.360 --> 00:06:12.600]   And
[00:06:12.600 --> 00:06:12.880]   one
[00:06:12.880 --> 00:06:13.050]   of
[00:06:13.050 --> 00:06:13.340]   the
[00:06:13.340 --> 00:06:13.930]   classic
[00:06:13.930 --> 00:06:14.510]   examples
[00:06:14.510 --> 00:06:14.870]   that
[00:06:14.870 --> 00:06:14.990]   I
[00:06:14.990 --> 00:06:15.250]   joke
[00:06:15.250 --> 00:06:15.750]   about
[00:06:15.750 --> 00:06:15.990]   with
[00:06:15.990 --> 00:06:16.230]   my
[00:06:16.230 --> 00:06:16.810]   students
[00:06:16.810 --> 00:06:17.140]   all
[00:06:17.140 --> 00:06:17.300]   the
[00:06:17.300 --> 00:06:17.670]   time
[00:06:17.670 --> 00:06:17.820]  ,
[00:06:17.820 --> 00:06:18.440]   because
[00:06:18.440 --> 00:06:18.510]   I
[00:06:18.510 --> 00:06:18.780]   live
[00:06:18.780 --> 00:06:18.930]   in
[00:06:18.930 --> 00:06:19.300]   Korea
[00:06:19.300 --> 00:06:19.420]  ,
[00:06:19.420 --> 00:06:19.490]   I
[00:06:19.490 --> 00:06:19.840]   teach
[00:06:19.840 --> 00:06:20.260]   Korean
[00:06:20.260 --> 00:06:20.950]   students
[00:06:20.950 --> 00:06:21.070]   and
[00:06:21.070 --> 00:06:21.310]   this
[00:06:21.310 --> 00:06:21.450]   is
[00:06:21.450 --> 00:06:21.590]   an
[00:06:21.590 --> 00:06:21.870]   area
[00:06:21.870 --> 00:06:22.010]   of
[00:06:22.010 --> 00:06:22.920]   pronunciation
[00:06:22.920 --> 00:06:23.220]   that
[00:06:23.220 --> 00:06:23.400]  's
[00:06:23.400 --> 00:06:23.680]   very
[00:06:23.680 --> 00:06:24.540]   difficult
[00:06:24.540 --> 00:06:24.880]   for
[00:06:24.880 --> 00:06:25.250]   many
[00:06:25.250 --> 00:06:25.950]   beginner
[00:06:25.950 --> 00:06:26.430]   level
[00:06:26.430 --> 00:06:27.070]   Korean
[00:06:27.070 --> 00:06:27.760]   students
[00:06:27.760 --> 00:06:28.080]  .
[00:06:28.080 --> 00:06:28.090]  
[00:06:28.090 --> 00:06:28.270]   And
[00:06:28.270 --> 00:06:28.400]   so
[00:06:28.400 --> 00:06:28.610]   one
[00:06:28.610 --> 00:06:28.770]   of
[00:06:28.770 --> 00:06:28.940]   the
[00:06:28.940 --> 00:06:29.350]   things
[00:06:29.350 --> 00:06:29.650]   that
[00:06:29.650 --> 00:06:29.750]   we
[00:06:29.750 --> 00:06:30.020]   joke
[00:06:30.020 --> 00:06:30.350]   about
[00:06:30.350 --> 00:06:30.670]   all
[00:06:30.670 --> 00:06:30.760]   the
[00:06:30.760 --> 00:06:31.030]   time
[00:06:31.030 --> 00:06:31.160]   is
[00:06:31.160 --> 00:06:31.350]   the
[00:06:31.350 --> 00:06:32.050]   difference
[00:06:32.050 --> 00:06:32.530]   between
[00:06:32.530 --> 00:06:32.920]   rice
[00:06:32.920 --> 00:06:33.200]   and
[00:06:33.200 --> 00:06:33.320]   l
[00:06:33.320 --> 00:06:33.600]  ice
[00:06:33.600 --> 00:06:33.920]  .
[00:06:33.920 --> 00:06:34.420]   Yes
[00:06:34.420 --> 00:06:34.920]  .
[00:06:34.920 --> 00:06:35.420]   Yes
[00:06:35.420 --> 00:06:35.920]  .
[00:06:35.920 --> 00:06:36.480]   Yeah
[00:06:36.480 --> 00:06:36.920]  .
[00:06:36.920 --> 00:06:37.040]   If
[00:06:37.040 --> 00:06:37.220]   you
[00:06:37.220 --> 00:06:37.440]   say
[00:06:37.440 --> 00:06:37.610]  ,
[00:06:37.610 --> 00:06:37.660]   ah
[00:06:37.660 --> 00:06:37.780]  ,
[00:06:37.780 --> 00:06:37.840]   I
[00:06:37.840 --> 00:06:38.160]   would
[00:06:38.160 --> 00:06:38.490]   like
[00:06:38.490 --> 00:06:38.660]   some
[00:06:38.660 --> 00:06:38.910]   rice
[00:06:38.910 --> 00:06:39.030]  ,
[00:06:39.030 --> 00:06:39.450]   then
[00:06:39.450 --> 00:06:39.550]   this
[00:06:39.550 --> 00:06:39.850]   means
[00:06:39.850 --> 00:06:40.100]   that
[00:06:40.100 --> 00:06:40.310]   you
[00:06:40.310 --> 00:06:40.540]   want
[00:06:40.540 --> 00:06:40.790]   some
[00:06:40.790 --> 00:06:41.040]   food
[00:06:41.040 --> 00:06:41.160]  ,
[00:06:41.160 --> 00:06:41.480]   right
[00:06:41.480 --> 00:06:41.800]  ?
[00:06:41.800 --> 00:06:42.300]   Yes
[00:06:42.300 --> 00:06:42.800]  .
[00:06:42.800 --> 00:06:42.940]   If
[00:06:42.940 --> 00:06:43.140]   you
[00:06:43.140 --> 00:06:43.430]   say
[00:06:43.430 --> 00:06:43.490]   I
[00:06:43.490 --> 00:06:43.710]   want
[00:06:43.710 --> 00:06:44.000]   some
[00:06:44.000 --> 00:06:44.060]   l
[00:06:44.060 --> 00:06:44.370]  ice
[00:06:44.370 --> 00:06:44.410]  ,
[00:06:44.410 --> 00:06:44.690]   then
[00:06:44.690 --> 00:06:44.900]   the
[00:06:44.900 --> 00:06:45.390]   person
[00:06:45.390 --> 00:06:45.540]   you
[00:06:45.540 --> 00:06:45.750]  're
[00:06:45.750 --> 00:06:46.250]   talking
[00:06:46.250 --> 00:06:46.390]   to
[00:06:46.390 --> 00:06:46.530]   is
[00:06:46.530 --> 00:06:46.890]   going
[00:06:46.890 --> 00:06:47.030]   to
[00:06:47.030 --> 00:06:47.310]   look
[00:06:47.310 --> 00:06:47.450]   at
[00:06:47.450 --> 00:06:47.800]   you
[00:06:47.800 --> 00:06:48.170]   very
[00:06:48.170 --> 00:06:49.010]   strangely
[00:06:49.010 --> 00:06:49.370]   and
[00:06:49.370 --> 00:06:49.660]   with
[00:06:49.660 --> 00:06:50.310]   horror
[00:06:50.310 --> 00:06:50.430]   on
[00:06:50.430 --> 00:06:50.860]   their
[00:06:50.860 --> 00:06:51.230]   face
[00:06:51.230 --> 00:06:51.880]   because
[00:06:51.880 --> 00:06:51.970]   l
[00:06:51.970 --> 00:06:52.240]  ice
[00:06:52.240 --> 00:06:52.420]   is
[00:06:52.420 --> 00:06:52.580]   a
[00:06:52.580 --> 00:06:52.690]  ,
[00:06:52.690 --> 00:06:52.950]   an
[00:06:52.950 --> 00:06:53.430]   insect
[00:06:53.430 --> 00:06:53.710]   and
[00:06:53.710 --> 00:06:54.440]   usually
[00:06:54.440 --> 00:06:54.680]   an
[00:06:54.680 --> 00:06:54.690]  
[00:06:54.690 --> 00:06:55.210]   insect
[00:06:55.210 --> 00:06:55.560]   that
[00:06:55.560 --> 00:06:55.880]   we
[00:06:55.880 --> 00:06:56.430]   consider
[00:06:56.430 --> 00:06:56.600]   to
[00:06:56.600 --> 00:06:56.770]   be
[00:06:56.770 --> 00:06:57.270]   very
[00:06:57.270 --> 00:06:57.560]   dirty
[00:06:57.560 --> 00:06:58.180]   because
[00:06:58.180 --> 00:06:58.350]   it
[00:06:58.350 --> 00:06:58.790]   lives
[00:06:58.790 --> 00:06:58.960]   on
[00:06:58.960 --> 00:06:59.490]   humans
[00:06:59.490 --> 00:06:59.660]   in
[00:06:59.660 --> 00:07:00.140]   their
[00:07:00.140 --> 00:07:00.450]   hair
[00:07:00.450 --> 00:07:00.720]  ,
[00:07:00.720 --> 00:07:00.880]   right
[00:07:00.880 --> 00:07:01.000]  ?
[00:07:01.000 --> 00:07:01.560]   Yeah
[00:07:01.560 --> 00:07:02.000]  .
[00:07:02.000 --> 00:07:02.560]   Yeah
[00:07:02.560 --> 00:07:03.000]  .
[00:07:03.000 --> 00:07:03.250]   They
[00:07:03.250 --> 00:07:03.450]  're
[00:07:03.450 --> 00:07:03.780]   gross
[00:07:03.780 --> 00:07:04.000]  .
[00:07:04.000 --> 00:07:04.560]   Yeah
[00:07:04.560 --> 00:07:05.000]  .
[00:07:05.000 --> 00:07:05.150]   You
[00:07:05.150 --> 00:07:05.280]   don
[00:07:05.280 --> 00:07:05.400]  't
[00:07:05.400 --> 00:07:05.690]   want
[00:07:05.690 --> 00:07:05.860]   that
[00:07:05.860 --> 00:07:06.000]  .
[00:07:06.000 --> 00:07:06.260]   All
[00:07:06.260 --> 00:07:06.720]   right
[00:07:06.720 --> 00:07:07.000]  .
[00:07:07.000 --> 00:07:07.140]   So
[00:07:07.140 --> 00:07:07.430]   here
[00:07:07.430 --> 00:07:07.690]  's
[00:07:07.690 --> 00:07:07.710]   an
[00:07:07.710 --> 00:07:08.220]   example
[00:07:08.220 --> 00:07:08.580]   where
[00:07:08.580 --> 00:07:08.870]   this
[00:07:08.870 --> 00:07:09.090]   one
[00:07:09.090 --> 00:07:09.510]   sound
[00:07:09.510 --> 00:07:09.630]  ,
[00:07:09.630 --> 00:07:09.810]   the
[00:07:09.810 --> 00:07:10.540]   difference
[00:07:10.540 --> 00:07:11.050]   between
[00:07:11.050 --> 00:07:11.340]   rice
[00:07:11.340 --> 00:07:11.560]   and
[00:07:11.560 --> 00:07:11.630]   l
[00:07:11.630 --> 00:07:11.850]  ice
[00:07:11.850 --> 00:07:11.990]  ,
[00:07:11.990 --> 00:07:12.400]   this
[00:07:12.400 --> 00:07:12.690]   can
[00:07:12.690 --> 00:07:13.270]   vastly
[00:07:13.270 --> 00:07:13.970]   change
[00:07:13.970 --> 00:07:14.140]   the
[00:07:14.140 --> 00:07:14.910]   meaning
[00:07:14.910 --> 00:07:15.030]   of
[00:07:15.030 --> 00:07:15.300]   the
[00:07:15.300 --> 00:07:16.060]   sentence
[00:07:16.060 --> 00:07:16.400]  .
[00:07:16.400 --> 00:07:16.900]   Yes
[00:07:16.900 --> 00:07:17.400]  .
[00:07:17.400 --> 00:07:17.600]   So
[00:07:17.600 --> 00:07:17.920]   one
[00:07:17.920 --> 00:07:18.550]   reason
[00:07:18.550 --> 00:07:18.960]   why
[00:07:18.960 --> 00:07:18.970]   R
[00:07:18.970 --> 00:07:19.270]   and
[00:07:19.270 --> 00:07:19.370]   L
[00:07:19.370 --> 00:07:19.670]   are
[00:07:19.670 --> 00:07:20.630]   difficult
[00:07:20.630 --> 00:07:20.840]   is
[00:07:20.840 --> 00:07:21.260]   also
[00:07:21.260 --> 00:07:22.000]   because
[00:07:22.000 --> 00:07:22.180]   R
[00:07:22.180 --> 00:07:22.350]  ,
[00:07:22.350 --> 00:07:22.860]   for
[00:07:22.860 --> 00:07:23.360]   example
[00:07:23.360 --> 00:07:23.570]  ,
[00:07:23.570 --> 00:07:23.770]   is
[00:07:23.770 --> 00:07:24.190]   what
[00:07:24.190 --> 00:07:24.520]   we
[00:07:24.520 --> 00:07:24.530]  
[00:07:24.530 --> 00:07:24.960]   call
[00:07:24.960 --> 00:07:25.210]   an
[00:07:25.210 --> 00:07:26.430]   approximate
[00:07:26.430 --> 00:07:27.220]   because
[00:07:27.220 --> 00:07:27.440]   it
[00:07:27.440 --> 00:07:28.000]   doesn
[00:07:28.000 --> 00:07:28.220]  't
[00:07:28.220 --> 00:07:28.670]   have
[00:07:28.670 --> 00:07:29.010]   one
