
[00:00:00.000 --> 00:00:00.050]  
[00:00:00.050 --> 00:00:00.280]   You
[00:18:11.480 --> 00:18:11.600]  's
[00:18:11.600 --> 00:18:11.660]   a
[00:18:11.660 --> 00:18:12.380]   place
[00:18:12.380 --> 00:18:12.500]   where
[00:18:12.500 --> 00:18:12.650]   you
[00:18:12.650 --> 00:18:12.880]   can
[00:18:12.880 --> 00:18:13.110]   get
[00:18:13.110 --> 00:18:13.410]   more
[00:18:13.410 --> 00:18:14.300]   information
[00:18:14.300 --> 00:18:14.640]   about
[00:18:14.640 --> 00:18:14.950]   who
[00:18:14.950 --> 00:18:15.020]   we
[00:18:15.020 --> 00:18:15.290]   are
[00:18:15.290 --> 00:18:16.100]   what
[00:18:16.100 --> 00:18:16.200]   we
[00:18:16.200 --> 00:18:16.460]   do
[00:18:16.460 --> 00:18:16.900]   you
[00:18:16.900 --> 00:18:17.540]   could
[00:18:17.540 --> 00:18:17.590]  
[00:18:17.590 --> 00:18:18.370]   also
[00:18:18.370 --> 00:18:18.440]   listen
[00:18:18.440 --> 00:18:18.620]   to
[00:18:18.620 --> 00:18:19.420]   previous
[00:18:19.420 --> 00:18:20.180]   episodes
[00:18:20.180 --> 00:18:20.240]   on
[00:18:20.240 --> 00:18:20.510]   the
[00:18:20.510 --> 00:18:21.140]   website
[00:18:21.140 --> 00:18:21.480]   and
[00:18:21.480 --> 00:18:22.110]   download
[00:18:22.110 --> 00:18:22.330]   the
[00:18:22.330 --> 00:18:22.780]   study
[00:18:22.780 --> 00:18:23.140]   guide
[00:18:23.140 --> 00:18:23.540]   for
[00:18:23.540 --> 00:18:24.370]   this
[00:18:24.370 --> 00:18:24.590]   episode
[00:18:24.590 --> 00:18:24.780]   if
[00:18:24.780 --> 00:18:25.090]   you
[00:18:25.090 --> 00:18:25.450]   want
[00:18:25.450 --> 00:18:25.640]   to
[00:18:25.640 --> 00:18:26.180]   check
[00:18:26.180 --> 00:18:26.310]   us
[00:18:26.310 --> 00:18:26.600]   out
[00:18:26.600 --> 00:18:26.830]   on
[00:18:26.830 --> 00:18:27.420]   social
[00:18:27.420 --> 00:18:27.980]   media
[00:18:27.980 --> 00:18:28.030]   we
[00:18:28.030 --> 00:18:28.350]   are
[00:18:28.350 --> 00:18:28.550]   on
[00:18:28.550 --> 00:18:29.670]   Facebook
[00:18:29.670 --> 00:18:29.780]   at
[00:18:29.780 --> 00:18:30.680]   facebook
[00:18:30.680 --> 00:18:31.010]  .
[00:18:31.010 --> 00:18:31.340]  com
[00:18:31.340 --> 00:18:31.900]   slash
[00:18:31.900 --> 00:18:32.010]   Q
[00:18:32.010 --> 00:18:32.570]   loops
[00:18:32.570 --> 00:18:33.350]   podcast
[00:18:33.350 --> 00:18:33.670]   and
[00:18:33.670 --> 00:18:34.220]   on
[00:18:34.220 --> 00:18:34.740]   Twitter
[00:18:34.740 --> 00:18:36.440]   at
[00:18:36.440 --> 00:18:37.740]   at
[00:18:37.740 --> 00:18:37.920]   Q
[00:18:37.920 --> 00:18:38.860]   loops
[00:18:38.860 --> 00:18:39.360]   all
[00:18:39.360 --> 00:18:40.210]   right
[00:18:40.210 --> 00:18:40.460]   that
[00:18:40.460 --> 00:18:40.660]   is
[00:18:40.660 --> 00:18:40.880]   it
[00:18:40.880 --> 00:18:41.380]   for
[00:18:41.380 --> 00:18:41.500]   us
[00:18:41.500 --> 00:18:41.980]   today
[00:18:41.980 --> 00:18:42.540]   thank
[00:18:42.540 --> 00:18:42.860]   you
[00:18:42.860 --> 00:18:43.300]   for
[00:18:43.300 --> 00:18:44.190]   listening
[00:18:44.190 --> 00:18:44.520]   and
[00:18:44.520 --> 00:18:44.940]   we
[00:18:44.940 --> 00:18:45.100]   will
[00:18:45.100 --> 00:18:45.230]   talk
[00:18:45.230 --> 00:18:45.390]   to
[00:18:45.390 --> 00:18:45.660]   you
[00:18:45.660 --> 00:18:46.140]   next
[00:18:46.140 --> 00:18:46.300]   time
[00:18:46.300 --> 00:18:47.100]   bye
[00:18:47.100 --> 00:18:47.920]  
[00:18:47.920 --> 00:18:47.970]   do
[00:18:47.970 --> 00:18:49.280]   you
[00:18:49.280 --> 00:18:51.040]   like
[00:18:51.040 --> 00:18:54.960]   listening
[00:18:54.960 --> 00:18:55.830]   to
[00:18:55.830 --> 00:18:56.270]   Q
[00:18:56.270 --> 00:18:58.500]   loops
[00:18:58.500 --> 00:18:59.060]   if
[00:18:59.060 --> 00:18:59.420]   so
[00:18:59.420 --> 00:19:00.570]   please
[00:19:00.570 --> 00:19:00.630]   show
[00:19:00.630 --> 00:19:00.780]   your
[00:19:00.780 --> 00:19:01.220]   support
[00:19:01.220 --> 00:19:01.720]   by
[00:19:01.720 --> 00:19:02.100]   leaving
[00:19:02.100 --> 00:19:02.810]   Q
[00:19:02.810 --> 00:19:02.930]   loops
[00:19:02.930 --> 00:19:02.960]   a
[00:19:02.960 --> 00:19:03.460]   five
[00:19:03.460 --> 00:19:03.580]  -
[00:19:03.580 --> 00:19:04.080]  star
[00:19:04.080 --> 00:19:04.830]   rating
[00:19:04.830 --> 00:19:05.190]   and
[00:19:05.190 --> 00:19:05.390]   a
[00:19:05.390 --> 00:19:06.070]   review
[00:19:06.070 --> 00:19:06.540]   on
[00:19:06.540 --> 00:19:07.070]   iTunes
[00:19:07.070 --> 00:19:07.380]   or
[00:19:07.380 --> 00:19:07.700]   St
[00:19:07.700 --> 00:19:08.760]  itcher
[00:19:08.760 --> 00:19:09.340]   this
[00:19:09.340 --> 00:19:09.820]   helps
[00:19:09.820 --> 00:19:10.100]   new
[00:19:10.100 --> 00:19:10.930]  
[00:19:10.930 --> 00:19:11.690]   listeners
[00:19:11.690 --> 00:19:12.440]   find
[00:19:12.440 --> 00:19:12.930]   the
[00:19:12.930 --> 00:19:13.630]   show
[00:19:13.630 --> 00:19:13.990]   so
[00:19:13.990 --> 00:19:14.540]   don
[00:19:14.540 --> 00:19:14.870]  't
[00:19:14.870 --> 00:19:15.750]   delay
[00:19:15.750 --> 00:19:16.460]   rate
[00:19:16.460 --> 00:19:16.980]   and
[00:19:16.980 --> 00:19:18.050]   review
[00:19:18.050 --> 00:19:18.980]   today
